depth	min95%	max95%	best	accrate
650	14723	15043	14874	39.13
651	14761	15084	14913	39.13
652	14800	15124	14952	39.13
653	14837	15164	14992	39.13
654	14875	15205	15031	39.13
655	14914	15245	15070	39.13
656	14952	15286	15109	39.13
657	14990	15326	15148	39.13
658	15028	15366	15187	39.13
659	15066	15406	15226	39.13
660	15101	15446	15265	39.13
661	15139	15486	15305	39.13
662	15176	15527	15344	39.13
663	15214	15567	15383	39.13
664	15251	15608	15422	39.13
665	15287	15649	15461	39.13
666	15325	15689	15500	39.13
667	15362	15730	15539	39.13
668	15400	15771	15579	39.13
669	15437	15812	15618	39.13
670	15475	15853	15657	39.13
671	15513	15894	15696	39.13
672	15550	15934	15735	39.13
673	15588	15975	15774	NA
